game_id,move_num,ai_name,col_chosen,score,nodes_evaluated,time_ms
5,1,"Minimax(depth=5, heuristic=defensive_heuristic)",3,6,1423,400.84
5,2,"Minimax(depth=5, heuristic=balanced_heuristic)",3,21,1626,412.6
5,3,"Minimax(depth=5, heuristic=defensive_heuristic)",3,10,1721,442.89
5,4,"Minimax(depth=5, heuristic=balanced_heuristic)",2,28,2916,913.41
5,5,"Minimax(depth=5, heuristic=defensive_heuristic)",4,2,3529,916.7
5,6,"Minimax(depth=5, heuristic=balanced_heuristic)",4,32,3374,910.8
5,7,"Minimax(depth=5, heuristic=defensive_heuristic)",0,4,3855,1058.6
5,8,"Minimax(depth=5, heuristic=balanced_heuristic)",4,37,1515,388.67
5,9,"Minimax(depth=5, heuristic=defensive_heuristic)",4,4,1929,560.48
5,10,"Minimax(depth=5, heuristic=balanced_heuristic)",5,41,1411,391.1
5,11,"Minimax(depth=5, heuristic=defensive_heuristic)",3,-6,1473,393.5
5,12,"Minimax(depth=5, heuristic=balanced_heuristic)",2,55,1385,365.11
5,13,"Minimax(depth=5, heuristic=defensive_heuristic)",3,-2,701,193.02
5,14,"Minimax(depth=5, heuristic=balanced_heuristic)",0,56,1481,366.25
5,15,"Minimax(depth=5, heuristic=defensive_heuristic)",4,-16,352,80.91
5,16,"Minimax(depth=5, heuristic=balanced_heuristic)",0,60,1234,297.46
5,17,"Minimax(depth=5, heuristic=defensive_heuristic)",0,-22,439,106.8
5,18,"Minimax(depth=5, heuristic=balanced_heuristic)",0,53,1100,309.55
5,19,"Minimax(depth=5, heuristic=defensive_heuristic)",4,-12,303,72.62
5,20,"Minimax(depth=5, heuristic=balanced_heuristic)",0,53,506,127.89
5,21,"Minimax(depth=5, heuristic=defensive_heuristic)",1,-8,227,56.48
5,22,"Minimax(depth=5, heuristic=balanced_heuristic)",6,45,289,67.19
5,23,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-30,148,36.25
5,24,"Minimax(depth=5, heuristic=balanced_heuristic)",6,35,268,61.52
5,25,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-28,156,35.04
5,26,"Minimax(depth=5, heuristic=balanced_heuristic)",6,9,227,46.0
5,27,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-20,112,23.24
5,28,"Minimax(depth=5, heuristic=balanced_heuristic)",1,-7,99,18.66
5,29,"Minimax(depth=5, heuristic=defensive_heuristic)",1,12,72,17.67
5,30,"Minimax(depth=5, heuristic=balanced_heuristic)",1,10000000,40,6.9
5,31,"Minimax(depth=5, heuristic=defensive_heuristic)",2,-10000000,36,7.19
5,32,"Minimax(depth=5, heuristic=balanced_heuristic)",2,10000000,6,1.74
6,0,"Minimax(depth=5, heuristic=defensive_heuristic)",3,14,608,161.27
6,1,"Minimax(depth=5, heuristic=balanced_heuristic)",3,9,1367,348.08
6,2,"Minimax(depth=5, heuristic=defensive_heuristic)",3,18,1377,328.53
6,3,"Minimax(depth=5, heuristic=balanced_heuristic)",2,16,1480,369.02
6,4,"Minimax(depth=5, heuristic=defensive_heuristic)",3,22,1291,357.17
6,5,"Minimax(depth=5, heuristic=balanced_heuristic)",2,18,784,193.81
6,6,"Minimax(depth=5, heuristic=defensive_heuristic)",3,38,724,190.29
6,7,"Minimax(depth=5, heuristic=balanced_heuristic)",3,22,241,55.59
6,8,"Minimax(depth=5, heuristic=defensive_heuristic)",2,28,392,102.47
6,9,"Minimax(depth=5, heuristic=balanced_heuristic)",0,19,1516,378.95
6,10,"Minimax(depth=5, heuristic=defensive_heuristic)",0,30,1378,362.08
6,11,"Minimax(depth=5, heuristic=balanced_heuristic)",5,14,1248,314.0
6,12,"Minimax(depth=5, heuristic=defensive_heuristic)",5,42,1232,366.37
6,13,"Minimax(depth=5, heuristic=balanced_heuristic)",0,7,1035,321.23
6,14,"Minimax(depth=5, heuristic=defensive_heuristic)",6,44,1570,449.98
6,15,"Minimax(depth=5, heuristic=balanced_heuristic)",0,6,869,244.28
6,16,"Minimax(depth=5, heuristic=defensive_heuristic)",0,48,1680,424.35
6,17,"Minimax(depth=5, heuristic=balanced_heuristic)",0,2,863,242.85
6,18,"Minimax(depth=5, heuristic=defensive_heuristic)",6,50,892,251.41
6,19,"Minimax(depth=5, heuristic=balanced_heuristic)",6,1,961,266.45
6,20,"Minimax(depth=5, heuristic=defensive_heuristic)",6,44,695,189.36
6,21,"Minimax(depth=5, heuristic=balanced_heuristic)",6,-4,836,227.74
6,22,"Minimax(depth=5, heuristic=defensive_heuristic)",5,10000000,518,139.47
6,23,"Minimax(depth=5, heuristic=balanced_heuristic)",2,-10000000,386,99.16
6,24,"Minimax(depth=5, heuristic=defensive_heuristic)",2,10000000,235,52.95
6,25,"Minimax(depth=5, heuristic=balanced_heuristic)",2,-10000000,227,58.23
6,26,"Minimax(depth=5, heuristic=defensive_heuristic)",4,10000000,75,11.59
6,27,"Minimax(depth=5, heuristic=balanced_heuristic)",4,-10000000,33,8.92
6,28,"Minimax(depth=5, heuristic=defensive_heuristic)",4,10000000,50,11.88
7,0,"Minimax(depth=5, heuristic=balanced_heuristic)",3,17,657,179.96
7,1,"Minimax(depth=5, heuristic=defensive_heuristic)",3,6,1423,344.18
7,2,"Minimax(depth=5, heuristic=balanced_heuristic)",3,21,1626,380.27
7,3,"Minimax(depth=5, heuristic=defensive_heuristic)",3,10,1721,443.83
7,4,"Minimax(depth=5, heuristic=balanced_heuristic)",2,28,2916,802.0
7,5,"Minimax(depth=5, heuristic=defensive_heuristic)",4,2,3529,939.04
7,6,"Minimax(depth=5, heuristic=balanced_heuristic)",4,32,3374,881.6
7,7,"Minimax(depth=5, heuristic=defensive_heuristic)",0,4,3855,1039.03
7,8,"Minimax(depth=5, heuristic=balanced_heuristic)",4,37,1515,577.45
7,9,"Minimax(depth=5, heuristic=defensive_heuristic)",4,4,1929,751.99
7,10,"Minimax(depth=5, heuristic=balanced_heuristic)",5,41,1411,557.81
7,11,"Minimax(depth=5, heuristic=defensive_heuristic)",3,-6,1473,604.72
7,12,"Minimax(depth=5, heuristic=balanced_heuristic)",2,55,1385,483.68
7,13,"Minimax(depth=5, heuristic=defensive_heuristic)",3,-2,701,202.8
7,14,"Minimax(depth=5, heuristic=balanced_heuristic)",0,56,1481,424.56
7,15,"Minimax(depth=5, heuristic=defensive_heuristic)",4,-16,352,137.6
7,16,"Minimax(depth=5, heuristic=balanced_heuristic)",0,60,1234,340.48
7,17,"Minimax(depth=5, heuristic=defensive_heuristic)",0,-22,439,105.07
7,18,"Minimax(depth=5, heuristic=balanced_heuristic)",0,53,1100,271.2
7,19,"Minimax(depth=5, heuristic=defensive_heuristic)",4,-12,303,79.07
7,20,"Minimax(depth=5, heuristic=balanced_heuristic)",0,53,506,132.43
7,21,"Minimax(depth=5, heuristic=defensive_heuristic)",1,-8,227,50.65
7,22,"Minimax(depth=5, heuristic=balanced_heuristic)",6,45,289,62.07
7,23,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-30,148,36.4
7,24,"Minimax(depth=5, heuristic=balanced_heuristic)",6,35,268,53.71
7,25,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-28,156,36.93
7,26,"Minimax(depth=5, heuristic=balanced_heuristic)",6,9,227,47.74
7,27,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-20,112,25.48
7,28,"Minimax(depth=5, heuristic=balanced_heuristic)",1,-7,99,22.86
7,29,"Minimax(depth=5, heuristic=defensive_heuristic)",1,12,72,18.91
7,30,"Minimax(depth=5, heuristic=balanced_heuristic)",1,10000000,40,15.45
7,31,"Minimax(depth=5, heuristic=defensive_heuristic)",2,-10000000,36,13.76
7,32,"Minimax(depth=5, heuristic=balanced_heuristic)",2,10000000,6,2.32
8,0,"Minimax(depth=5, heuristic=defensive_heuristic)",3,14,608,173.17
8,1,"Minimax(depth=5, heuristic=balanced_heuristic)",3,9,1367,404.07
8,2,"Minimax(depth=5, heuristic=defensive_heuristic)",3,18,1377,423.89
8,3,"Minimax(depth=5, heuristic=balanced_heuristic)",2,16,1480,413.69
8,4,"Minimax(depth=5, heuristic=defensive_heuristic)",3,22,1291,337.62
8,5,"Minimax(depth=5, heuristic=balanced_heuristic)",2,18,784,245.89
8,6,"Minimax(depth=5, heuristic=defensive_heuristic)",3,38,724,198.04
8,7,"Minimax(depth=5, heuristic=balanced_heuristic)",3,22,241,59.66
8,8,"Minimax(depth=5, heuristic=defensive_heuristic)",2,28,392,101.66
8,9,"Minimax(depth=5, heuristic=balanced_heuristic)",0,19,1516,457.53
8,10,"Minimax(depth=5, heuristic=defensive_heuristic)",0,30,1378,414.36
8,11,"Minimax(depth=5, heuristic=balanced_heuristic)",5,14,1248,428.43
8,12,"Minimax(depth=5, heuristic=defensive_heuristic)",5,42,1232,368.74
8,13,"Minimax(depth=5, heuristic=balanced_heuristic)",0,7,1035,279.91
8,14,"Minimax(depth=5, heuristic=defensive_heuristic)",6,44,1570,443.03
8,15,"Minimax(depth=5, heuristic=balanced_heuristic)",0,6,869,268.89
8,16,"Minimax(depth=5, heuristic=defensive_heuristic)",0,48,1680,623.12
8,17,"Minimax(depth=5, heuristic=balanced_heuristic)",0,2,863,400.63
8,18,"Minimax(depth=5, heuristic=defensive_heuristic)",6,50,892,300.61
8,19,"Minimax(depth=5, heuristic=balanced_heuristic)",6,1,961,259.94
8,20,"Minimax(depth=5, heuristic=defensive_heuristic)",6,44,695,194.32
8,21,"Minimax(depth=5, heuristic=balanced_heuristic)",6,-4,836,245.82
8,22,"Minimax(depth=5, heuristic=defensive_heuristic)",5,10000000,518,149.15
8,23,"Minimax(depth=5, heuristic=balanced_heuristic)",2,-10000000,386,114.88
8,24,"Minimax(depth=5, heuristic=defensive_heuristic)",2,10000000,235,61.22
8,25,"Minimax(depth=5, heuristic=balanced_heuristic)",2,-10000000,227,74.12
8,26,"Minimax(depth=5, heuristic=defensive_heuristic)",4,10000000,75,18.13
8,27,"Minimax(depth=5, heuristic=balanced_heuristic)",4,-10000000,33,10.49
8,28,"Minimax(depth=5, heuristic=defensive_heuristic)",4,10000000,50,16.18
